replicon_gembase_name	size	mobility	Predicted_PTU
ESCO001.0523.00858.002P	145790	pCONJ	PTU-FE
ESCO001.0523.00858.003P	71937	pCONJ	PTU-FE
ESCO001.0523.00858.004P	64771	pCONJ	PTU-I2
ESCO001.0523.00858.005P	46914	PP	-
ESCO001.0523.00859.002P	116030	PP	PTU-Y
ESCO001.0523.00859.003P	64941	pCONJ	PTU-I2
ESCO001.0523.00860.002P	136694	pOriT	PTU-FE
ESCO001.0523.00860.003P	84033	pCONJ	PTU-I1
ESCO001.0523.00860.004P	60960	pCONJ	PTU-I2
ESCO001.0523.00861.002P	89178	pNT	PTU-FE
ESCO001.0523.00861.003P	88657	pCONJ	PTU-I1
ESCO001.0523.00861.004P	5167	pMOB	PTU-E7
ESCO001.0523.00861.005P	2113	pNT	PTU-E47
ESCO001.0523.00862.002P	128954	pCONJ	PTU-FE
ESCO001.0523.00862.003P	86740	pCONJ	PTU-I1
ESCO001.0523.00862.004P	5167	pMOB	PTU-E7
ESCO001.0523.00862.005P	1506	pOriT	PTU-E9
ESCO001.0523.00863.002P	123935	pOriT	-
ESCO001.0523.00863.003P	5658	pNT	-
ESCO001.0523.00864.002P	135461	pCONJ	-
ESCO001.0523.00864.003P	6431	pOriT	-
ESCO001.0523.00865.002P	7154	pMOB	PTU-E1
ESCO001.0523.00866.002P	129632	pCONJ	PTU-FE
ESCO001.0523.00866.003P	4072	pMOB	PTU-E10
ESCO001.0523.00866.004P	1551	pOriT	PTU-E9
ESCO001.0523.00867.002P	131660	pMOB	PTU-FE
ESCO001.0523.00867.003P	1546	pOriT	PTU-E9
ESCO001.0523.00868.002P	130926	pCONJ	-
ESCO001.0523.00868.003P	98305	PP	PTU-Y
ESCO001.0523.00868.004P	97208	pCONJ	PTU-FE
ESCO001.0523.00868.005P	2101	pNT	PTU-E47
ESCO001.0523.00869.002P	108281	pNT	-
ESCO001.0523.00870.002P	170909	pCONJ	PTU-?
ESCO001.0523.00870.003P	44962	pCONJ	PTU-X3
ESCO001.0523.00870.004P	32452	pCONJ	PTU-X4
ESCO001.0523.00871.002P	130942	pCONJ	-
ESCO001.0523.00871.003P	98306	PP	PTU-Y
ESCO001.0523.00871.004P	83453	pCONJ	PTU-FE
ESCO001.0523.00871.005P	2101	pNT	PTU-E47
ESCO001.0523.00872.002P	94613	pCONJ	PTU-FE
ESCO001.0523.00873.002P	93649	pNT	-
ESCO001.0523.00875.002P	230339	pCONJ	PTU-HI1A
ESCO001.0523.00875.003P	139294	pCONJ	PTU-C
ESCO001.0523.00875.004P	101847	pCONJ	-
ESCO001.0523.00875.005P	4145	pOriT	PTU-?
ESCO001.0523.00875.006P	3359	pMOB	PTU-E12
ESCO001.0523.00875.007P	2883	pOriT	-
ESCO001.0523.00875.008P	1934	pOriT	PTU-E11
ESCO001.0523.00875.009P	1780	pOriT	PTU-E11
ESCO001.0523.00877.002P	162608	pCONJ	-
ESCO001.0523.00877.003P	100306	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00878.002P	217263	pCONJ	PTU-HI2
ESCO001.0523.00878.003P	129018	pCONJ	PTU-FE
ESCO001.0523.00878.004P	109907	PP	PTU-E16
ESCO001.0523.00879.002P	139513	pOriT	PTU-FE
ESCO001.0523.00879.003P	84033	pCONJ	PTU-I1
ESCO001.0523.00879.004P	60960	pCONJ	PTU-I2
ESCO001.0523.00880.002P	119964	pCONJ	-
ESCO001.0523.00880.003P	29585	pCONJ	-
ESCO001.0523.00881.002P	112466	PP	PTU-E16
ESCO001.0523.00881.003P	88999	pCONJ	PTU-FE
ESCO001.0523.00882.002P	63136	pNT	-
ESCO001.0523.00882.003P	52088	pCONJ	PTU-?
ESCO001.0523.00884.002P	109494	pCONJ	PTU-I1
ESCO001.0523.00884.003P	88589	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00885.002P	122379	pCONJ	PTU-FE
ESCO001.0523.00885.003P	77194	pCONJ	PTU-FE
ESCO001.0523.00885.004P	14294	pMOB	PTU-E7
ESCO001.0523.00886.002P	229493	pCONJ	PTU-HI1A
ESCO001.0523.00886.003P	124445	pCONJ	-
ESCO001.0523.00887.002P	315984	pCONJ	-
ESCO001.0523.00888.002P	96499	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00888.003P	79323	pNT	PTU-FE
ESCO001.0523.00888.004P	46161	pCONJ	PTU-X3
ESCO001.0523.00888.005P	5163	pMOB	PTU-E7
ESCO001.0523.00888.006P	3174	pOriT	PTU-E1
ESCO001.0523.00889.002P	154098	pCONJ	-
ESCO001.0523.00889.003P	89623	PP	PTU-E25
ESCO001.0523.00889.004P	34321	pMOB	PTU-I1
ESCO001.0523.00889.005P	2101	pNT	PTU-E47
ESCO001.0523.00890.002P	122305	pNT	-
ESCO001.0523.00890.003P	89623	PP	PTU-E25
ESCO001.0523.00890.004P	34321	pMOB	PTU-I1
ESCO001.0523.00890.005P	2101	pNT	PTU-E47
ESCO001.0523.00891.002P	149236	pCONJ	PTU-FE
ESCO001.0523.00891.003P	68106	pdCONJ	PTU-I1
ESCO001.0523.00891.004P	53735	pCONJ	PTU-X3
ESCO001.0523.00891.005P	2101	pNT	PTU-E47
ESCO001.0523.00894.002P	99778	pNT	-
ESCO001.0523.00894.003P	92457	PP	PTU-Y
ESCO001.0523.00894.004P	33309	pCONJ	PTU-X4
ESCO001.0523.00894.005P	32980	pOriT	-
ESCO001.0523.00894.006P	3066	pMOB	PTU-E7
ESCO001.0523.00895.002P	140350	pCONJ	PTU-FE
ESCO001.0523.00896.002P	190381	pCONJ	PTU-HI1A
ESCO001.0523.00896.003P	124445	pCONJ	-
ESCO001.0523.00896.004P	46161	pCONJ	PTU-X3
ESCO001.0523.00896.005P	37774	pCONJ	PTU-N3
ESCO001.0523.00897.002P	141169	pCONJ	PTU-FE
ESCO001.0523.00898.002P	92578	pMOB	PTU-E69
ESCO001.0523.00898.003P	89589	PP	PTU-Y
ESCO001.0523.00898.004P	34196	pCONJ	PTU-E28
ESCO001.0523.00898.005P	6715	pMOB	PTU-E1
ESCO001.0523.00898.006P	4742	pOriT	PTU-E58
ESCO001.0523.00898.007P	2784	pOriT	PTU-E9
ESCO001.0523.00899.002P	105583	pCONJ	-
ESCO001.0523.00899.003P	27018	pOriT	-
ESCO001.0523.00899.004P	5128	pOriT	-
ESCO001.0523.00899.005P	4608	pNT	-
ESCO001.0523.00900.002P	112291	pOriT	PTU-E49
ESCO001.0523.00900.003P	44690	pOriT	-
ESCO001.0523.00901.002P	89748	pOriT	-
ESCO001.0523.00901.003P	3646	pNT	-
ESCO001.0523.00901.004P	3373	pOriT	PTU-E1
ESCO001.0523.00902.002P	44691	pOriT	-
ESCO001.0523.00902.003P	3525	pOriT	-
ESCO001.0523.00902.004P	2389	pNT	-
ESCO001.0523.00903.002P	30707	pOriT	-
ESCO001.0523.00903.003P	4608	pNT	PTU-?
ESCO001.0523.00903.004P	3525	pOriT	-
ESCO001.0523.00903.005P	2389	pNT	-
ESCO001.0523.00904.002P	113611	pCONJ	PTU-?
ESCO001.0523.00904.003P	108699	pCONJ	PTU-I1
ESCO001.0523.00904.004P	2310	pNT	-
ESCO001.0523.00905.002P	96603	pCONJ	PTU-E72
ESCO001.0523.00905.003P	5218	pMOB	PTU-E1
ESCO001.0523.00906.002P	218262	pCONJ	PTU-HI2
ESCO001.0523.00906.003P	73818	pCONJ	PTU-FE
ESCO001.0523.00906.004P	6658	pMOB	PTU-E1
ESCO001.0523.00906.005P	3172	pOriT	PTU-E1
ESCO001.0523.00906.006P	2345	pMOB	-
ESCO001.0523.00906.007P	1506	pOriT	PTU-E9
ESCO001.0523.00910.002P	158754	pCONJ	PTU-FE
ESCO001.0523.00910.003P	87852	pCONJ	PTU-I1
ESCO001.0523.00911.002P	105973	pCONJ	PTU-FE
ESCO001.0523.00912.002P	103781	pCONJ	PTU-I1
ESCO001.0523.00913.002P	210712	pCONJ	PTU-FE
ESCO001.0523.00913.003P	91630	pCONJ	PTU-I1
ESCO001.0523.00913.004P	4073	pMOB	PTU-E10
ESCO001.0523.00914.002P	105095	pNT	PTU-FE
ESCO001.0523.00914.003P	47584	pCONJ	PTU-X1
ESCO001.0523.00914.004P	5167	pMOB	PTU-E7
ESCO001.0523.00914.005P	4072	pMOB	PTU-E10
ESCO001.0523.00914.006P	2113	pNT	PTU-E47
ESCO001.0523.00915.002P	105864	pMOB	PTU-FE
ESCO001.0523.00915.003P	6669	pMOB	PTU-E1
ESCO001.0523.00915.004P	5167	pMOB	PTU-E7
ESCO001.0523.00915.005P	4087	pMOB	PTU-E10
ESCO001.0523.00916.002P	131334	pCONJ	PTU-FE
ESCO001.0523.00917.002P	76037	pCONJ	PTU-FE
ESCO001.0523.00918.002P	105867	pMOB	PTU-FE
ESCO001.0523.00918.003P	5167	pMOB	PTU-E7
ESCO001.0523.00918.004P	4087	pMOB	PTU-E10
ESCO001.0523.00919.002P	88528	pCONJ	PTU-I1
ESCO001.0523.00920.002P	148598	pCONJ	PTU-FE
ESCO001.0523.00920.003P	5210	pMOB	PTU-E1
ESCO001.0523.00920.004P	5167	pMOB	PTU-E7
ESCO001.0523.00920.005P	3372	pNT	PTU-E1
ESCO001.0523.00921.002P	121254	pCONJ	PTU-FE
ESCO001.0523.00921.003P	5167	pMOB	PTU-E7
ESCO001.0523.00921.004P	4170	pOriT	-
ESCO001.0523.00921.005P	3373	pMOB	PTU-E1
ESCO001.0523.00921.006P	2089	pNT	PTU-E47
ESCO001.0523.00922.002P	134864	pMOB	PTU-FE
ESCO001.0523.00922.003P	95805	pCONJ	PTU-I1
ESCO001.0523.00922.004P	5167	pMOB	PTU-E7
ESCO001.0523.00922.005P	4087	pMOB	PTU-E10
ESCO001.0523.00923.002P	117617	pNT	PTU-FE
ESCO001.0523.00923.003P	84553	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00923.004P	77891	pCONJ	PTU-FE
ESCO001.0523.00923.005P	5219	pMOB	PTU-E1
ESCO001.0523.00923.006P	5167	pMOB	PTU-E7
ESCO001.0523.00923.007P	3272	pOriT	-
ESCO001.0523.00923.008P	2100	pNT	PTU-E47
ESCO001.0523.00924.002P	158292	pCONJ	PTU-FE
ESCO001.0523.00924.003P	93398	pCONJ	PTU-I1
ESCO001.0523.00925.002P	5344	pMOB	PTU-E10
ESCO001.0523.00925.003P	5167	pMOB	PTU-E7
ESCO001.0523.00925.004P	4063	pMOB	PTU-E10
ESCO001.0523.00925.005P	3855	pOriT	PTU-E1
ESCO001.0523.00925.006P	2188	pNT	-
ESCO001.0523.00925.007P	2088	pNT	PTU-E47
ESCO001.0523.00926.002P	130869	pCONJ	PTU-FE
ESCO001.0523.00927.002P	158291	pCONJ	PTU-FE
ESCO001.0523.00927.003P	89476	pCONJ	PTU-I1
ESCO001.0523.00927.004P	7233	pMOB	PTU-E1
ESCO001.0523.00927.005P	4062	pMOB	PTU-E10
ESCO001.0523.00927.006P	2997	pNT	-
ESCO001.0523.00928.002P	94990	pCONJ	PTU-I1
ESCO001.0523.00929.002P	147186	pMOB	PTU-FE
ESCO001.0523.00929.003P	97833	PP	PTU-Y
ESCO001.0523.00929.004P	47454	PP	PTU-?
ESCO001.0523.00929.005P	6647	pMOB	PTU-E1
ESCO001.0523.00929.006P	5277	pMOB	PTU-E1
ESCO001.0523.00929.007P	5167	pMOB	PTU-E7
ESCO001.0523.00929.008P	4082	pMOB	PTU-E10
ESCO001.0523.00929.009P	4062	pMOB	PTU-E10
ESCO001.0523.00929.010P	2088	pNT	PTU-E47
ESCO001.0523.00930.002P	187669	pCONJ	PTU-FE
ESCO001.0523.00931.002P	94776	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00931.003P	63140	pCONJ	PTU-FE
ESCO001.0523.00931.004P	4072	pMOB	PTU-E10
ESCO001.0523.00932.002P	123262	pCONJ	PTU-E50
ESCO001.0523.00932.003P	94173	pMOB	-
ESCO001.0523.00932.004P	5166	pMOB	PTU-E7
ESCO001.0523.00932.005P	4491	pOriT	-
ESCO001.0523.00932.006P	4074	pMOB	PTU-E10
ESCO001.0523.00933.002P	214586	pCONJ	PTU-FE
ESCO001.0523.00933.003P	5163	pMOB	PTU-E7
ESCO001.0523.00933.004P	4073	pMOB	PTU-E10
ESCO001.0523.00933.005P	4073	pOriT	PTU-E58
ESCO001.0523.00933.006P	2089	pNT	PTU-E47
ESCO001.0523.00934.002P	97682	pCONJ	PTU-I1
ESCO001.0523.00934.003P	92332	PP	PTU-E25
ESCO001.0523.00934.004P	53216	pCONJ	PTU-?
ESCO001.0523.00934.005P	4086	pMOB	PTU-E10
ESCO001.0523.00934.006P	4027	pMOB	PTU-E10
ESCO001.0523.00935.002P	139020	pCONJ	PTU-FE
ESCO001.0523.00935.003P	87171	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00935.004P	70764	pOriT	PTU-FE
ESCO001.0523.00935.005P	5631	pMOB	PTU-E22
ESCO001.0523.00936.002P	145389	pCONJ	PTU-FE
ESCO001.0523.00936.003P	75556	pCONJ	PTU-FE
ESCO001.0523.00936.004P	49365	pCONJ	PTU-?
ESCO001.0523.00936.005P	46158	pCONJ	PTU-X3
ESCO001.0523.00936.006P	3274	pOriT	-
ESCO001.0523.00936.007P	3067	pNT	-
ESCO001.0523.00937.002P	126588	pOriT	-
ESCO001.0523.00937.003P	91233	pCONJ	PTU-I1
ESCO001.0523.00938.002P	127169	pCONJ	-
ESCO001.0523.00938.003P	82448	pCONJ	PTU-I1
ESCO001.0523.00939.002P	105884	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00939.003P	3372	pNT	PTU-E14
ESCO001.0523.00940.002P	123266	pCONJ	-
ESCO001.0523.00940.003P	83140	pCONJ	PTU-FE
ESCO001.0523.00940.004P	7936	pMOB	PTU-E1
ESCO001.0523.00941.002P	43621	pdCONJ	PTU-E8
ESCO001.0523.00941.003P	34051	pCONJ	PTU-N3
ESCO001.0523.00942.002P	193291	pCONJ	PTU-FE
ESCO001.0523.00942.003P	111912	pCONJ	PTU-I1
ESCO001.0523.00942.004P	99361	PP	PTU-Y
ESCO001.0523.00942.005P	3245	pNT	-
ESCO001.0523.00942.006P	1079	PP	-
ESCO001.0523.00943.002P	214538	pCONJ	PTU-FE
ESCO001.0523.00943.003P	122123	pCONJ	PTU-I1
ESCO001.0523.00943.004P	3140	pOriT	PTU-E47
ESCO001.0523.00943.005P	2096	pOriT	PTU-E11
ESCO001.0523.00944.002P	99943	pdCONJ	PTU-E50
ESCO001.0523.00945.002P	138915	pCONJ	PTU-FE
ESCO001.0523.00945.003P	37662	pCONJ	PTU-X1
ESCO001.0523.00945.004P	6652	pMOB	PTU-E1
ESCO001.0523.00945.005P	5631	pMOB	PTU-E22
ESCO001.0523.00945.006P	1506	pOriT	PTU-E9
ESCO001.0523.00946.002P	183772	pCONJ	PTU-I1
ESCO001.0523.00946.003P	110167	PP	PTU-E16
ESCO001.0523.00946.004P	80029	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00946.005P	74261	pCONJ	PTU-FE
ESCO001.0523.00946.006P	6796	pMOB	PTU-E14
ESCO001.0523.00946.007P	5344	pMOB	PTU-E10
ESCO001.0523.00946.008P	3137	pNT	PTU-E76
ESCO001.0523.00947.002P	256225	pCONJ	PTU-C
ESCO001.0523.00948.002P	99817	pMOB	-
ESCO001.0523.00948.003P	7136	pMOB	PTU-E14
ESCO001.0523.00948.004P	1549	pOriT	PTU-E9
ESCO001.0523.00949.002P	99817	pMOB	-
ESCO001.0523.00949.003P	7136	pMOB	PTU-E14
ESCO001.0523.00949.004P	1549	pOriT	PTU-E9
ESCO001.0523.00950.002P	1304	pOriT	-
ESCO001.0523.00951.002P	100783	pOriT	-
ESCO001.0523.00951.003P	50572	pCONJ	PTU-E80
ESCO001.0523.00951.004P	4197	pOriT	PTU-E58
ESCO001.0523.00951.005P	1934	pOriT	PTU-E11
ESCO001.0523.00951.006P	1887	pOriT	-
ESCO001.0523.00951.007P	1304	pOriT	-
ESCO001.0523.00951.008P	1240	pOriT	-
ESCO001.0523.00952.002P	148192	pOriT	-
ESCO001.0523.00952.003P	35863	pCONJ	PTU-N2/3
ESCO001.0523.00952.004P	12706	pNT	-
ESCO001.0523.00952.005P	4461	pMOB	PTU-E3
ESCO001.0523.00952.006P	3214	pOriT	-
ESCO001.0523.00952.007P	2350	pOriT	-
ESCO001.0523.00952.008P	1934	pOriT	PTU-E11
ESCO001.0523.00956.002P	153051	pCONJ	PTU-B/O/K/Z
ESCO001.0523.00956.003P	129702	pCONJ	PTU-I1
ESCO001.0523.00956.004P	93922	pNT	-
ESCO001.0523.00956.005P	68439	pCONJ	PTU-FE
ESCO001.0523.00956.006P	32368	pCONJ	PTU-E73
ESCO001.0523.00957.002P	159690	pCONJ	PTU-FE
ESCO001.0523.00957.003P	86557	pCONJ	PTU-I1
ESCO001.0523.00957.004P	50626	pCONJ	PTU-?
ESCO001.0523.00957.005P	33858	pCONJ	PTU-X4
ESCO001.0523.00957.006P	7867	pOriT	PTU-E1
ESCO001.0523.00957.007P	7462	pMOB	PTU-E7
ESCO001.0523.00957.008P	5167	pMOB	PTU-E7
ESCO001.0523.00957.009P	4548	pMOB	-
ESCO001.0523.00957.010P	4069	pMOB	PTU-E10
ESCO001.0523.00957.011P	4062	pMOB	PTU-E10
ESCO001.0523.00957.012P	3373	pMOB	PTU-?
ESCO001.0523.00957.013P	2275	pOriT	-
ESCO001.0523.00957.014P	2100	pNT	PTU-E47
ESCO001.0523.00959.002P	116466	pCONJ	PTU-FE
ESCO001.0523.00960.002P	127456	pNT	-
ESCO001.0523.00961.002P	89518	pMOB	PTU-E69
ESCO001.0523.00962.002P	165427	pCONJ	PTU-FE
ESCO001.0523.00962.003P	157028	pOriT	PTU-HI2
ESCO001.0523.00962.004P	66568	pCONJ	PTU-I2
ESCO001.0523.00963.002P	135788	pCONJ	PTU-E77
ESCO001.0523.00964.002P	137911	pCONJ	PTU-E77
ESCO001.0523.00965.002P	120829	pMOB	PTU-E49
ESCO001.0523.00965.003P	48997	pCONJ	PTU-X1
ESCO001.0523.00965.004P	5501	pNT	-
ESCO001.0523.00965.005P	5498	pNT	-
ESCO001.0523.00965.006P	3555	pOriT	-
ESCO001.0523.00966.002P	108197	PP	PTU-E16
ESCO001.0523.00966.003P	85479	pOriT	PTU-E80
ESCO001.0523.00966.004P	6076	pMOB	PTU-E7
ESCO001.0523.00966.005P	5463	pMOB	PTU-E7
ESCO001.0523.00967.002P	68025	pCONJ	PTU-FE
ESCO001.0523.00967.003P	6754	pMOB	PTU-E20
ESCO001.0523.00968.002P	104844	pNT	PTU-E5
ESCO001.0523.00969.002P	91318	PP	PTU-E25
ESCO001.0523.00969.003P	67321	pNT	PTU-FE
ESCO001.0523.00969.004P	51480	pCONJ	PTU-X3
ESCO001.0523.00969.005P	9135	pNT	-
ESCO001.0523.00969.006P	1551	pOriT	PTU-E9
ESCO001.0523.00970.002P	144932	pCONJ	-
ESCO001.0523.00970.003P	48103	PP	PTU-?
ESCO001.0523.00971.002P	177038	pCONJ	PTU-FE
ESCO001.0523.00971.003P	88924	pCONJ	PTU-I1
ESCO001.0523.00971.004P	83974	pCONJ	PTU-FE
ESCO001.0523.00971.005P	44671	pCONJ	PTU-X4
ESCO001.0523.00971.006P	2255	pOriT	-
ESCO001.0523.00971.007P	1565	pOriT	PTU-E9
ESCO001.0523.00986.002P	103081	pOriT	-
ESCO001.0523.00986.003P	93368	pCONJ	PTU-FE
ESCO001.0523.00987.002P	102128	pOriT	-
ESCO001.0523.00987.003P	82668	pCONJ	PTU-FE
ESCO001.0523.00987.004P	7542	pMOB	PTU-E3
ESCO001.0523.00988.002P	148421	pOriT	-
ESCO001.0523.00988.003P	108720	PP	-
ESCO001.0523.00989.002P	101476	pOriT	-
ESCO001.0523.00989.003P	4072	pMOB	PTU-E10
ESCO001.0523.00990.002P	103246	pOriT	-
ESCO001.0523.00990.003P	93332	pCONJ	PTU-FE
ESCO001.0523.00991.002P	115741	pOriT	-
ESCO001.0523.00991.003P	76891	pCONJ	PTU-FE
ESCO001.0523.00992.002P	130047	pOriT	-
ESCO001.0523.00992.003P	108720	PP	-
ESCO001.0523.00993.002P	122563	pOriT	-
ESCO001.0523.00994.002P	102015	pCONJ	PTU-FE
ESCO001.0523.00994.003P	97500	pOriT	-
ESCO001.0523.00994.004P	94512	PP	PTU-Y
ESCO001.0523.00996.002P	130357	pCONJ	PTU-E77
ESCO001.0523.00996.003P	96139	PP	PTU-Y
ESCO001.0523.00996.004P	61773	pCONJ	PTU-I2
ESCO001.0523.00998.002P	82247	pCONJ	PTU-FE
ESCO001.0523.00998.003P	3358	pOriT	-
ESCO001.0523.00999.002P	91989	pNT	PTU-FE
ESCO001.0523.00999.003P	5627	pMOB	PTU-E22
ESCO001.0523.00999.004P	2866	pMOB	-
ESCO001.0523.01000.002P	157329	pCONJ	PTU-FE
ESCO001.0523.01000.003P	63027	pCONJ	PTU-I2
ESCO001.0523.01000.004P	5429	pMOB	PTU-?
ESCO001.0523.01001.002P	123467	pCONJ	PTU-FE
ESCO001.0523.01002.002P	111171	pCONJ	-
ESCO001.0523.01002.003P	101966	pMOB	PTU-FE
ESCO001.0523.01003.002P	151109	pNT	-
ESCO001.0523.01003.003P	5627	pMOB	PTU-E22
ESCO001.0523.01003.004P	2866	pMOB	-
ESCO001.0523.01004.002P	211336	pCONJ	PTU-HI2
ESCO001.0523.01004.003P	113269	PP	PTU-E16
ESCO001.0523.01004.004P	111439	pCONJ	PTU-FE
ESCO001.0523.01004.005P	84757	PP	PTU-Y
ESCO001.0523.01004.006P	27490	pOriT	-
ESCO001.0523.01004.007P	3121	pMOB	-
ESCO001.0523.01005.002P	88121	pMOB	PTU-FE
ESCO001.0523.01005.003P	46459	pCONJ	PTU-?
ESCO001.0523.01005.004P	46229	pCONJ	PTU-E80
ESCO001.0523.01006.002P	24185	pOriT	-
ESCO001.0523.01006.003P	3173	pOriT	PTU-E1
ESCO001.0523.01007.002P	127578	pCONJ	-
ESCO001.0523.01008.002P	114901	pCONJ	-
ESCO001.0523.01008.003P	83276	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01008.004P	48397	PP	PTU-?
ESCO001.0523.01009.002P	114953	pCONJ	-
ESCO001.0523.01009.003P	85841	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01009.004P	48666	PP	PTU-?
ESCO001.0523.01009.005P	7939	pMOB	PTU-E1
ESCO001.0523.01009.006P	5716	pMOB	-
ESCO001.0523.01010.002P	114826	PP	PTU-E16
ESCO001.0523.01010.003P	109586	pCONJ	PTU-I1
ESCO001.0523.01010.004P	97371	pCONJ	PTU-FE
ESCO001.0523.01011.002P	141259	pNT	-
ESCO001.0523.01011.003P	117229	PP	PTU-Y
ESCO001.0523.01011.004P	106948	pdCONJ	PTU-I1
ESCO001.0523.01011.005P	3319	pOriT	PTU-E1
ESCO001.0523.01011.006P	3256	pOriT	PTU-E58
ESCO001.0523.01012.002P	141262	pNT	-
ESCO001.0523.01012.003P	117229	PP	PTU-Y
ESCO001.0523.01012.004P	106949	pdCONJ	PTU-I1
ESCO001.0523.01012.005P	3319	pOriT	PTU-E1
ESCO001.0523.01012.006P	3256	pOriT	PTU-E58
ESCO001.0523.01013.002P	141255	pNT	-
ESCO001.0523.01013.003P	109656	pdCONJ	PTU-I1
ESCO001.0523.01013.004P	109181	PP	PTU-Y
ESCO001.0523.01013.005P	3319	pOriT	PTU-E1
ESCO001.0523.01013.006P	3256	pOriT	PTU-E58
ESCO001.0523.01014.002P	141262	pNT	-
ESCO001.0523.01014.003P	118942	PP	PTU-Y
ESCO001.0523.01014.004P	106949	pdCONJ	PTU-I1
ESCO001.0523.01014.005P	3319	pOriT	PTU-E1
ESCO001.0523.01014.006P	3256	pOriT	PTU-E58
ESCO001.0523.01015.002P	123046	pCONJ	-
ESCO001.0523.01015.003P	110363	pCONJ	PTU-I1
ESCO001.0523.01015.004P	9695	pMOB	PTU-E14
ESCO001.0523.01015.005P	1546	pOriT	PTU-E9
ESCO001.0523.01016.002P	141254	pNT	-
ESCO001.0523.01016.003P	117198	PP	PTU-Y
ESCO001.0523.01016.004P	106949	pdCONJ	PTU-I1
ESCO001.0523.01016.005P	3319	pOriT	PTU-?
ESCO001.0523.01016.006P	3256	pOriT	PTU-E58
ESCO001.0523.01017.002P	112076	pCONJ	PTU-I1
ESCO001.0523.01017.003P	97512	PP	PTU-Y
ESCO001.0523.01017.004P	49509	pNT	-
ESCO001.0523.01017.005P	8009	pNT	-
ESCO001.0523.01017.006P	4067	pMOB	PTU-E10
ESCO001.0523.01018.002P	162467	pCONJ	PTU-?
ESCO001.0523.01018.003P	112549	pCONJ	PTU-I1
ESCO001.0523.01019.002P	141262	pNT	-
ESCO001.0523.01019.003P	108020	PP	PTU-Y
ESCO001.0523.01019.004P	106949	pdCONJ	PTU-I1
ESCO001.0523.01019.005P	3319	pOriT	PTU-E1
ESCO001.0523.01019.006P	3256	pOriT	PTU-E58
ESCO001.0523.01020.002P	112076	pCONJ	PTU-I1
ESCO001.0523.01020.003P	97516	PP	PTU-Y
ESCO001.0523.01020.004P	49398	pNT	-
ESCO001.0523.01020.005P	8009	pNT	-
ESCO001.0523.01020.006P	4067	pMOB	PTU-E10
ESCO001.0523.01021.002P	130181	pCONJ	PTU-FE
ESCO001.0523.01021.003P	5166	pMOB	PTU-E7
ESCO001.0523.01021.004P	2101	pNT	PTU-E47
ESCO001.0523.01022.002P	140410	pCONJ	PTU-?
ESCO001.0523.01022.003P	94776	pCONJ	-
ESCO001.0523.01023.002P	152546	pCONJ	-
ESCO001.0523.01023.003P	123643	pCONJ	PTU-FE
ESCO001.0523.01023.004P	68886	pCONJ	PTU-FE
ESCO001.0523.01023.005P	58507	pCONJ	PTU-L/M
ESCO001.0523.01024.002P	66104	pOriT	PTU-E41
ESCO001.0523.01024.003P	6888	pMOB	PTU-E1
ESCO001.0523.01024.004P	4011	pOriT	PTU-E1
ESCO001.0523.01025.002P	277227	pdCONJ	PTU-FSh
ESCO001.0523.01025.003P	97745	pCONJ	-
ESCO001.0523.01026.002P	261275	pCONJ	PTU-FSh
ESCO001.0523.01027.002P	155369	pMOB	-
ESCO001.0523.01027.003P	5815	pMOB	PTU-E1
ESCO001.0523.01028.002P	123793	pNT	-
ESCO001.0523.01029.002P	128137	pCONJ	-
ESCO001.0523.01029.003P	83533	pCONJ	PTU-I1
ESCO001.0523.01029.004P	15708	pNT	PTU-I1
ESCO001.0523.01030.002P	97453	PP	PTU-E25
ESCO001.0523.01030.003P	88626	pCONJ	PTU-I1
ESCO001.0523.01030.004P	2664	pOriT	PTU-E1
ESCO001.0523.01030.005P	2565	pNT	-
ESCO001.0523.01031.002P	48488	PP	PTU-?
ESCO001.0523.01031.003P	24185	pOriT	-
ESCO001.0523.01031.004P	3173	pOriT	PTU-E1
ESCO001.0523.01031.005P	1919	pOriT	PTU-E76
ESCO001.0523.01032.002P	106835	pMOB	-
ESCO001.0523.01032.003P	90123	pCONJ	PTU-B/O/K/Z
ESCO001.0523.01032.004P	87927	pCONJ	PTU-FE
ESCO001.0523.01032.005P	59820	pCONJ	PTU-I2
ESCO001.0523.01032.006P	40792	pCONJ	PTU-?
ESCO001.0523.01032.007P	24412	pCONJ	-
ESCO001.0523.01032.008P	11545	pOriT	-
ESCO001.0523.01032.009P	7118	pMOB	PTU-E20
ESCO001.0523.01032.010P	6335	pMOB	PTU-E10
ESCO001.0523.01032.011P	5716	pMOB	-
ESCO001.0523.01032.012P	5654	pMOB	PTU-E20
ESCO001.0523.01032.013P	3904	pMOB	PTU-E19
ESCO001.0523.01032.014P	2852	pOriT	-
ESCO001.0523.01032.015P	2461	pNT	-
